"name","type","location"
"func-nttd-evl-errhndl-uc-01p","microsoft.web/sites","centralus"
"func-nttd-evl-errhndl-uc-01p HTTP_Server_Error","microsoft.insights/metricalerts","global"
"func-nttd-evl-errhndl-uc-01p Response_time_gt_2_sec","microsoft.insights/metricalerts","global"
"func-nttd-evl-errhndl-uc-01p-pep","microsoft.network/privateendpoints","centralus"
"func-nttd-evl-errhndl-uc-01p-pep.nic.1ac0b554-62ad-4651-9a8f-6b29f6d08ebe","microsoft.network/networkinterfaces","centralus"
"func-nttd-evl-errhndl-uc-01u","microsoft.web/sites","centralus"
"func-nttd-evl-errhndl-uc-01u-prvtendpt-uc-u","microsoft.network/privateendpoints","centralus"
"func-nttd-evl-errhndl-uc-01u-prvtendpt-uc-u.nic.a3be8c86-d012-4a6c-9e97-def16b5d3f87","microsoft.network/networkinterfaces","centralus"
"func-nttd-evl-intramart-uc-01d","microsoft.web/sites","centralus"
"func-nttd-evl-intramart-uc-01m","microsoft.web/sites","centralus"
"func-nttd-evl-intramart-uc-01p","microsoft.web/sites","centralus"
"func-nttd-evl-intramart-uc-01p HTTP_Server_Error","microsoft.insights/metricalerts","global"
"func-nttd-evl-intramart-uc-01p Response_time_gt_2_sec","microsoft.insights/metricalerts","global"
"func-nttd-evl-intramart-uc-01u","microsoft.web/sites","centralus"
"func-nttd-evl-portalsbatchjob-uc-01d","microsoft.web/sites","centralus"
"func-nttd-evl-portalsbatchjob-uc-01p","microsoft.web/sites","centralus"
"func-nttd-evl-portalsbatchjob-uc-01p HTTP_Server_Error","microsoft.insights/metricalerts","global"
"func-nttd-evl-portalsbatchjob-uc-01p Response_time_gt_2_sec","microsoft.insights/metricalerts","global"
"func-nttd-evl-portalsbatchjob-uc-01u","microsoft.web/sites","centralus"
"func-nttd-lifeSys-pubsub-uc-01d","microsoft.web/sites","centralus"
"func-nttd-lifeSys-sla-uc-01d","microsoft.web/sites","centralus"
"func-nttd-lifeSys-sla-uc-01m","microsoft.web/sites","centralus"
"func-nttd-lifeSys-sla-uc-01p","microsoft.web/sites","centralus"
"func-nttd-lifeSys-sla-uc-01p HTTP_Server_Error","microsoft.insights/metricalerts","global"
"func-nttd-lifeSys-sla-uc-01p Response_time_gt_2_sec","microsoft.insights/metricalerts","global"
"func-nttd-lifeSys-sla-uc-01u","microsoft.web/sites","centralus"
"func-nttd-lifeSys-slafilter-uc-01d","microsoft.web/sites","centralus"
"func-nttd-lifeSys-slafilter-uc-01m","microsoft.web/sites","centralus"
"func-nttd-lifeSys-slafilter-uc-01p","microsoft.web/sites","centralus"
"func-nttd-lifeSys-slafilter-uc-01p HTTP_Server_Error","microsoft.insights/metricalerts","global"
"func-nttd-lifeSys-slafilter-uc-01p Response_time_gt_2_sec","microsoft.insights/metricalerts","global"
"func-nttd-lifeSys-slafilter-uc-01u","microsoft.web/sites","centralus"
"func-nttd-pr-ems-uc-01d","microsoft.web/sites","centralus"
"func-nttd-tag-TreasuryRateLoad-uc-01d","microsoft.web/sites","centralus"
"func-nttd-tag-TreasuryRateLoad-uc-01p","microsoft.web/sites","centralus"
"func-nttd-tag-claimsbatchjob-uc-01p","microsoft.web/sites","centralus"
"func-nttd-tag-claimsbatchjob-uc-01p HTTP_Server_Error","microsoft.insights/metricalerts","global"
"func-nttd-tag-claimsbatchjob-uc-01p Response_time_gt_2_sec","microsoft.insights/metricalerts","global"
"func-nttd-tag-claimsbatchjob-uc-01u","microsoft.web/sites","centralus"
"func-nttd-tag-crdbtcc-ue2-01d","microsoft.web/sites","eastus2"
"func-nttd-tag-crdbtcc-ue2-01p","microsoft.web/sites","eastus2"
"func-nttd-tag-docgennet-uc-01d","microsoft.web/sites","centralus"
"func-nttd-tag-docgennet-uc-01d-prvtendpt-uc-d","microsoft.network/privateendpoints","centralus"
"func-nttd-tag-docgennet-uc-01d-prvtendpt-uc.nic.7b1a9036-61a0-46ff-a713-ef17248d7fd3","microsoft.network/networkinterfaces","centralus"
"func-nttd-tag-docgennet-uc-01m","microsoft.web/sites","centralus"
"func-nttd-tag-docgennet-uc-01m-prvtendpt-uc-m","microsoft.network/privateendpoints","centralus"
"func-nttd-tag-docgennet-uc-01m-prvtendpt-uc.nic.b0989263-e62f-4e78-833c-2d4ef093d959","microsoft.network/networkinterfaces","centralus"
"func-nttd-tag-docgennet-uc-01p","microsoft.web/sites","centralus"
"func-nttd-tag-docgennet-uc-01p HTTP_Server_Error","microsoft.insights/metricalerts","global"
"func-nttd-tag-docgennet-uc-01p Response_time_gt_2_sec","microsoft.insights/metricalerts","global"
"func-nttd-tag-docgennet-uc-01p-prvtendpt-uc-p","microsoft.network/privateendpoints","centralus"
"func-nttd-tag-docgennet-uc-01p-prvtendpt-uc.nic.2e50ce87-b3c1-4ff1-b764-f9097e6e50ac","microsoft.network/networkinterfaces","centralus"
"func-nttd-tag-docgennet-uc-01u","microsoft.web/sites","centralus"
"func-nttd-tag-docgennet-uc-01u-prvtendpt-uc-u","microsoft.network/privateendpoints","centralus"
"func-nttd-tag-docgennet-uc-01u-prvtendpt-uc.nic.0bd7261c-0701-486e-b18e-75f0f553d999","microsoft.network/networkinterfaces","centralus"
"func-nttd-tag-fnol-claims-uc-01d","microsoft.web/sites","centralus"
"func-nttd-tag-fnol-claims-uc-01m","microsoft.web/sites","centralus"
"func-nttd-tag-fnol-claims-uc-01p","microsoft.web/sites","centralus"
"func-nttd-tag-fnol-claims-uc-01u","microsoft.web/sites","centralus"
"func-nttd-tag-pmiclacapi-uc-01d","microsoft.web/sites","centralus"
"func-nttd-tag-pmiclacapi-uc-01m","microsoft.web/sites","centralus"
"func-nttd-tag-realtimeevents-uc-01d","microsoft.web/sites","centralus"
"func-nttd-tag-realtimeevents-uc-01d-prvtend.nic.9f30693a-ccc1-41f1-8461-b449a27db0db","microsoft.network/networkinterfaces","centralus"
"func-nttd-tag-realtimeevents-uc-01d-prvtendpt-uc-d","microsoft.network/privateendpoints","centralus"
"func-tag-portals-batchjob-uc-m","microsoft.web/sites","centralus"
"gidp-deploy","microsoft.visualstudio/account","centralus"
"gidpAppServiceCertificate","microsoft.certificateregistration/certificateorders","global"
"gidps","microsoft.compute/disks","centralus"
"infra","microsoft.network/privatednszones/virtualnetworklinks","global"
"infra","microsoft.network/privatednszones/virtualnetworklinks","global"
"infra-vlink","microsoft.network/privatednszones/virtualnetworklinks","global"
"infra-vlink","microsoft.network/privatednszones/virtualnetworklinks","global"
"infra-vlink","microsoft.network/privatednszones/virtualnetworklinks","global"
"infra-vlink","microsoft.network/privatednszones/virtualnetworklinks","global"
"infravnetlink","microsoft.network/privatednszones/virtualnetworklinks","global"
"infravnetlink","microsoft.network/privatednszones/virtualnetworklinks","global"
"infravnetlink","microsoft.network/privatednszones/virtualnetworklinks","global"
"infravnetlink","microsoft.network/privatednszones/virtualnetworklinks","global"
"infravnetlink","microsoft.network/privatednszones/virtualnetworklinks","global"
"infravnetlink","microsoft.network/privatednszones/virtualnetworklinks","global"
"infravnetlink","microsoft.network/privatednszones/virtualnetworklinks","global"
"infravnetlink","microsoft.network/privatednszones/virtualnetworklinks","global"
"infravnetlink","microsoft.network/privatednszones/virtualnetworklinks","global"
"infravnetlink","microsoft.network/privatednszones/virtualnetworklinks","global"
"infravnetlink","microsoft.network/privatednszones/virtualnetworklinks","global"
"infravnetlink","microsoft.network/privatednszones/virtualnetworklinks","global"
"infravnetlink","microsoft.network/privatednszones/virtualnetworklinks","global"
"infravnetlink","microsoft.network/privatednszones/virtualnetworklinks","global"
"infravnetlink","microsoft.network/privatednszones/virtualnetworklinks","global"
"jfr2tlb7jptfc","microsoft.network/privatednszones/virtualnetworklinks","global"
"keyvault-everlake-master","microsoft.keyvault/vaults","centralus"
"kg2zr7czb7yoo","microsoft.network/privatednszones/virtualnetworklinks","global"
"kg2zr7czb7yoo","microsoft.network/privatednszones/virtualnetworklinks","global"
"kms4uqel4sgje","microsoft.network/privatednszones/virtualnetworklinks","global"
"kube-apiserver","microsoft.network/loadbalancers","eastus2"
"kubernetes","microsoft.network/loadbalancers","eastus2"
"kubernetes-internal","microsoft.network/loadbalancers","eastus2"
"kv-agentica373933672040","microsoft.keyvault/vaults","eastus2"
"kv-allstate-dev","microsoft.keyvault/vaults","centralus"
"kv-dev-master","microsoft.keyvault/vaults","centralus"
"kv-evl-adf01-prvtendpt-uc-d","microsoft.network/privateendpoints","centralus"
"kv-evl-adf01-prvtendpt-uc-d.nic.6036f2a5-3fed-4031-aa8c-7e86c90ff53b","microsoft.network/networkinterfaces","centralus"
"kv-evl-adf01-prvtendpt-uc-m","microsoft.network/privateendpoints","centralus"
"kv-evl-adf01-prvtendpt-uc-m.nic.71d70eeb-272c-4dd1-9a23-e39f9f2db54f","microsoft.network/networkinterfaces","centralus"
"kv-evl-adf01-prvtendpt-uc-p","microsoft.network/privateendpoints","centralus"
"kv-evl-adf01-prvtendpt-uc-p.nic.f75bbf6b-2c78-46a8-ba44-cfe5f9ef3152","microsoft.network/networkinterfaces","centralus"
"kv-evl-adf01-prvtendpt-uc-u","microsoft.network/privateendpoints","centralus"
"kv-evl-adf01-prvtendpt-uc-u.nic.1166c397-cb61-4196-a5d5-1d7390728ec0","microsoft.network/networkinterfaces","centralus"
"kv-evl-adf01-prvtendpt-ue2-dr","microsoft.network/privateendpoints","eastus2"
"kv-evl-adf01-prvtendpt-ue2-dr.nic.6b2a1e27-6357-4851-9be2-c25003f90dc2","microsoft.network/networkinterfaces","eastus2"
"kv-evl-adf01-uc-d","microsoft.keyvault/vaults","centralus"
"kv-evl-adf01-uc-m","microsoft.keyvault/vaults","centralus"
"kv-evl-adf01-uc-p","microsoft.keyvault/vaults","centralus"
"kv-evl-adf01-uc-u","microsoft.keyvault/vaults","centralus"
"kv-evl-adf01-ue2-dr","microsoft.keyvault/vaults","eastus2"
"kv-evl-dev-centralus","microsoft.keyvault/vaults","centralus"
"kv-fng-adf01-prvtendpt-uc-d","microsoft.network/privateendpoints","centralus"
"kv-fng-adf01-prvtendpt-uc-d.nic.15a0d748-415f-4157-b6c6-9ac2372f63ab","microsoft.network/networkinterfaces","centralus"
"kv-fng-adf01-uc-d","microsoft.keyvault/vaults","centralus"
"kv-gidp-cert","microsoft.keyvault/vaults","centralus"
"kv-mtl-azd01-prvtendpt-ue2-d","microsoft.network/privateendpoints","eastus2"
"kv-mtl-azd01-prvtendpt-ue2-d.nic.897074d8-6979-4502-b7c5-6cb51aec37f4","microsoft.network/networkinterfaces","eastus2"
"kv-mtl-azd01-ue2-d","microsoft.keyvault/vaults","eastus2"
"kv-qa-smartcomm","microsoft.keyvault/vaults","centralus"
"kv-tag-adfdocgen01-uc-np","microsoft.keyvault/vaults","centralus"
"kv-tag-adfdocgen01-uc-np-prvtendpt-uc-np","microsoft.network/privateendpoints","centralus"
"kv-tag-adfdocgen01-uc-np-prvtendpt-uc-np-nic","microsoft.network/networkinterfaces","centralus"
"kv-tag-adfdocgen01-uc-p","microsoft.keyvault/vaults","centralus"
"kv-tag-adfdocgen01-uc-p-private-endpoint","microsoft.network/privateendpoints","centralus"
"kv-tag-adfdocgen01-uc-p-private-endpoint-nic","microsoft.network/networkinterfaces","centralus"
"kv-tag-appcnfg-uc-p","microsoft.keyvault/vaults","centralus"
"kv-tag-appcnfg-uc-p-prvtendpt-uc-p","microsoft.network/privateendpoints","centralus"
"kv-tag-appcnfg-uc-p-prvtendpt-uc-p-nic","microsoft.network/networkinterfaces","centralus"
"kv-tag-azd01-uc-d","microsoft.keyvault/vaults","centralus"
"kv-tag-azd01-uc-m","microsoft.keyvault/vaults","centralus"
"kv-tag-azd01-uc-p","microsoft.keyvault/vaults","centralus"
"kv-tag-azd01-uc-u","microsoft.keyvault/vaults","centralus"
"kv-tag-azd01-ue2-dr","microsoft.keyvault/vaults","eastus2"
"kv-tag-azd01crdbt-ue2-d","microsoft.keyvault/vaults","eastus2"
"kv-tag-azd01crdbt-ue2-p","microsoft.keyvault/vaults","eastus2"
"kv-tag-azd01intmart-uc-m","microsoft.keyvault/vaults","centralus"
"kv-tag-azd01intmart-uc-u","microsoft.keyvault/vaults","centralus"
"kv-tag-azd02-uc-m","microsoft.keyvault/vaults","centralus"
"kv-tag-azd02-uc-m-apsvcgw","microsoft.web/certificates","centralus"
"kv-tag-azd02-uc-m-apsvcgw","microsoft.web/certificates","centralus"
"kv-tag-azd02-uc-m-apsvcgw","microsoft.web/certificates","centralus"
"kv-tag-azd02-uc-m-apsvcgw","microsoft.web/certificates","centralus"
"kv-tag-crdbt-prvtendpt-ue2-d","microsoft.network/privateendpoints","eastus2"
"kv-tag-crdbt-prvtendpt-ue2-d.nic.a22d3bc6-83dd-4a63-ac87-98f6e723fbe3","microsoft.network/networkinterfaces","eastus2"
"kv-tag-crdbt-prvtendpt-ue2-p","microsoft.network/privateendpoints","eastus2"
"kv-tag-crdbt-prvtendpt-ue2-p.nic.396cbf3b-1b52-47dc-818e-02b17f5e8812","microsoft.network/networkinterfaces","eastus2"
"kv-tag-crdbt-ue2-d","microsoft.keyvault/vaults","eastus2"
"kv-tag-crdbt-ue2-p","microsoft.keyvault/vaults","eastus2"
"kv-tag-kvodsapi-prvtendpt-uc-p","microsoft.network/privateendpoints","centralus"
"kv-tag-kvodsapi-prvtendpt-uc-p.nic.c7975690-1559-45ee-b97c-22d8048b10c2","microsoft.network/networkinterfaces","centralus"
"kv-tag-kvodsapi-uc-p","microsoft.keyvault/vaults","centralus"
"kv-tag-portals-uc-s","microsoft.keyvault/vaults","centralus"
"kv-tag-smartcomm01-uc-p","microsoft.keyvault/vaults","centralus"
"kv-tag-smartcomm01-uc-u","microsoft.keyvault/vaults","centralus"
"law-evl-azappsasp-01-uc-nonprod","microsoft.operationalinsights/workspaces","centralus"
"law-evl-azappsasp-01-uc-prod","microsoft.operationalinsights/workspaces","centralus"
"law-evl-azappsasp-01-ue2-dr","microsoft.operationalinsights/workspaces","eastus2"
"law-evl-claims-01-uc-nonprod","microsoft.operationalinsights/workspaces","centralus"
"law-evl-claims-01-uc-prod","microsoft.operationalinsights/workspaces","centralus"
"law-evl-dtcc-01-uc-nonprod","microsoft.operationalinsights/workspaces","centralus"
"law-evl-ods-01-uc-nonprod","microsoft.operationalinsights/workspaces","centralus"
"law-evl-ods-01-uc-prod","microsoft.operationalinsights/workspaces","centralus"
"law-evl-portal-01-uc-nonprod","microsoft.operationalinsights/workspaces","centralus"
"law-evl-portal-01-uc-prod","microsoft.operationalinsights/workspaces","centralus"
"law-evl-smartcomm-01-uc-nonprod","microsoft.operationalinsights/workspaces","centralus"
"law-evl-smartcomm-01-uc-prod","microsoft.operationalinsights/workspaces","centralus"
"law-fng-azappsasp-01-uc-nonprod","microsoft.operationalinsights/workspaces","centralus"
"law-sre-azappsasp-01-uc-nonprod","microsoft.operationalinsights/workspaces","centralus"
"law-sre-azappsasp-01-uc-prod","microsoft.operationalinsights/workspaces","centralus"
"law-tag-01-uc-p","microsoft.operationalinsights/workspaces","centralus"
"law-tag-apim-01-uc-prod","microsoft.operationalinsights/workspaces","centralus"
"law-tag-azpowerbi-01-uc-prod","microsoft.operationalinsights/workspaces","centralus"
"law-tag-crdbt-01-ue2-d","microsoft.operationalinsights/workspaces","eastus2"
"law-tag-crdbt-01-ue2-p","microsoft.operationalinsights/workspaces","eastus2"
"law-tag-rsv01-ue2-dr","microsoft.operationalinsights/workspaces","eastus2"
"law-tag-sbusazapps-01-uc-prod","microsoft.operationalinsights/workspaces","centralus"
"lb-nttd-tag-intmart-uc-01u","microsoft.network/loadbalancers","centralus"
"lifesyseventrecon","microsoft.storage/storageaccounts","eastus"
"lifesyseventrecon-58cb2fad-b89e-4c04-aeb2-9b8703ed8b66","microsoft.eventgrid/systemtopics","eastus"
"lumico-eg","microsoft.eventgrid/namespaces","eastus"
"lumico-poc","microsoft.logic/workflows","eastus"
"lumico-poc","microsoft.insights/components","eastus"
"master","microsoft.sql/servers/databases","centralus"
"master","microsoft.sql/servers/databases","centralus"
"master","microsoft.sql/servers/databases","centralus"
"master","microsoft.sql/servers/databases","centralus"
"master","microsoft.sql/servers/databases","centralus"
"master","microsoft.sql/servers/databases","centralus"
"master","microsoft.sql/servers/databases","centralus"
"master","microsoft.sql/servers/databases","centralus"
"master","microsoft.sql/servers/databases","centralus"
"master","microsoft.sql/servers/databases","centralus"
"master","microsoft.sql/servers/databases","centralus"
"master","microsoft.sql/servers/databases","centralus"
"master","microsoft.sql/servers/databases","centralus"
"master","microsoft.sql/servers/databases","centralus"
"master","microsoft.sql/servers/databases","centralus"
"master","microsoft.sql/servers/databases","centralus"
"master","microsoft.sql/servers/databases","centralus"
"master","microsoft.sql/servers/databases","centralus"
"master","microsoft.sql/servers/databases","centralus"
"master","microsoft.sql/servers/databases","centralus"
"master","microsoft.sql/servers/databases","centralus"
"master","microsoft.sql/servers/databases","centralus"
"master","microsoft.sql/servers/databases","centralus"
"master","microsoft.sql/servers/databases","centralus"
"master","microsoft.sql/servers/databases","centralus"
"master","microsoft.sql/servers/databases","centralus"
"master","microsoft.sql/servers/databases","centralus"
"master","microsoft.sql/servers/databases","centralus"
"master","microsoft.sql/servers/databases","centralus"
"master","microsoft.sql/servers/databases","centralus"
"master","microsoft.sql/servers/databases","centralus"
"master","microsoft.sql/servers/databases","centralus"
"master","microsoft.sql/servers/databases","centralus"
"master","microsoft.sql/servers/databases","centralus"
"master","microsoft.sql/servers/databases","centralus"
"master","microsoft.sql/servers/databases","centralus"
"master","microsoft.sql/servers/databases","centralus"
"master","microsoft.sql/servers/databases","centralus"
"master","microsoft.sql/servers/databases","centralus"
"master","microsoft.sql/servers/databases","centralus"
"master","microsoft.sql/servers/databases","centralus"
"master","microsoft.sql/servers/databases","centralus"
"master","microsoft.sql/servers/databases","centralus"
"master","microsoft.sql/servers/databases","centralus"
"master","microsoft.sql/servers/databases","centralus"
"master","microsoft.sql/servers/databases","centralus"
"mi-aconn-dbsdlh-uc-d","microsoft.managedidentity/userassignedidentities","centralus"
"mi-aconn-mtsadls-uc-p","microsoft.managedidentity/userassignedidentities","centralus"
"mi-cospgsql-nttd-tag-crdbt-ue2-01p","microsoft.managedidentity/userassignedidentities","eastus2"
"mi-pgs-nttd-tag-crdbt-ue2-01d","microsoft.managedidentity/userassignedidentities","eastus2"
"mi-pgs-nttd-tag-crdbt-ue2-01p","microsoft.managedidentity/userassignedidentities","eastus2"
"mi-pgs-nttd-tag-intmart-uc-01m","microsoft.managedidentity/userassignedidentities","centralus"
"mi-pgs-nttd-tag-intmart-uc-01u","microsoft.managedidentity/userassignedidentities","centralus"
"mi-tag-appgw-uc-d","microsoft.managedidentity/userassignedidentities","centralus"
"mi-tag-appgw-uc-m","microsoft.managedidentity/userassignedidentities","centralus"
"mi-tag-appgw-uc-p","microsoft.managedidentity/userassignedidentities","centralus"
"mi-tag-appgw-ue2-dr","microsoft.managedidentity/userassignedidentities","eastus2"
"mi-tag-crdbtaks-ue2-p","microsoft.managedidentity/userassignedidentities","eastus2"
"mi-user-assigned","microsoft.managedidentity/userassignedidentities","centralus"
"ngw-tag-dbsdlh-uc-d","microsoft.network/natgateways","centralus"
"nsg-dtcc-db","microsoft.network/networksecuritygroups","centralus"
"nsg-evl-azappsasp-uc-d","microsoft.network/networksecuritygroups","centralus"
"nsg-evl-azappsasp-uc-m","microsoft.network/networksecuritygroups","centralus"
"nsg-evl-azappsasp-uc-p","microsoft.network/networksecuritygroups","centralus"
"nsg-evl-azappsasp-uc-u","microsoft.network/networksecuritygroups","centralus"
"nsg-evl-azappsasp-ue2-dr","microsoft.network/networksecuritygroups","eastus2"
"nsg-evl-digasp01-uc-m","microsoft.network/networksecuritygroups","centralus"
"nsg-evl-digasp01-uc-u","microsoft.network/networksecuritygroups","centralus"
"nsg-evl-linuxasp-uc-d","microsoft.network/networksecuritygroups","centralus"
"nsg-evl-loadtest-uc-u","microsoft.network/networksecuritygroups","centralus"
"nsg-evl-logicappasp-uc-nonprod","microsoft.network/networksecuritygroups","centralus"
"nsg-evl-odsasp01-uc-d","microsoft.network/networksecuritygroups","centralus"
"nsg-evl-odsasp01-uc-m","microsoft.network/networksecuritygroups","centralus"
"nsg-evl-odsasp01-uc-u","microsoft.network/networksecuritygroups","centralus"
"nsg-evl-smcevntreconasp01-uc-p","microsoft.network/networksecuritygroups","centralus"
"nsg-evl-smcevntreconasp01-uc-u","microsoft.network/networksecuritygroups","centralus"
"nsg-evl-smcevntreconasp01-ue2-dr","microsoft.network/networksecuritygroups","eastus2"
"nsg-fng-azappsasp-uc-d","microsoft.network/networksecuritygroups","centralus"
"nsg-fng-datasvcs-uc-d","microsoft.network/networksecuritygroups","centralus"
"nsg-fng-dbspriv-uc-d","microsoft.network/networksecuritygroups","centralus"
"nsg-fng-dbspub-uc-d","microsoft.network/networksecuritygroups","centralus"
"nsg-fng-pep-uc-d","microsoft.network/networksecuritygroups","centralus"
"nsg-mtl-app-ue2-d","microsoft.network/networksecuritygroups","eastus2"
"nsg-mtl-azappsasp-ue2-d","microsoft.network/networksecuritygroups","eastus2"
"nsg-pan-allowall-subnet-centralus","microsoft.network/networksecuritygroups","centralus"
"nsg-pan-default-centralus","microsoft.network/networksecuritygroups","centralus"
"nsg-pan-mgmt-centralus","microsoft.network/networksecuritygroups","centralus"
"nsg-pan-untrust-centralus","microsoft.network/networksecuritygroups","centralus"
"nsg-sre-azappsasp-uc-d","microsoft.network/networksecuritygroups","centralus"
"nsg-sre-azappsasp-uc-m","microsoft.network/networksecuritygroups","centralus"
"nsg-sre-azappsasp-uc-p","microsoft.network/networksecuritygroups","centralus"
"nsg-sre-azappsasp-uc-u","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-ad-uc-p","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-ad-ue2-dr","microsoft.network/networksecuritygroups","eastus2"
"nsg-tag-app-uc-d","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-app-uc-m","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-app-uc-p","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-app-uc-u","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-app-ue2-dr","microsoft.network/networksecuritygroups","eastus2"
"nsg-tag-azapim-uc-d","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-azappsapim-uc-d","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-azappsapim-uc-m","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-azappsapim-uc-p","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-azappsapim-uc-u","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-azappsapim-ue2-dr","microsoft.network/networksecuritygroups","eastus2"
"nsg-tag-azappsasp-uc-p","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-azpowerbi-uc-p","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-claimsasp01-uc-u","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-crdbtaks-ue2-p","microsoft.network/networksecuritygroups","eastus2"
"nsg-tag-crdbtasp-ue2-d","microsoft.network/networksecuritygroups","eastus2"
"nsg-tag-crdbtasp-ue2-p","microsoft.network/networksecuritygroups","eastus2"
"nsg-tag-crdbtdwp-ue2-d","microsoft.network/networksecuritygroups","eastus2"
"nsg-tag-crdbtdwp-ue2-p","microsoft.network/networksecuritygroups","eastus2"
"nsg-tag-crdbtvm-ue2-p","microsoft.network/networksecuritygroups","eastus2"
"nsg-tag-databricks-uc-m","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-databricks-uc-m-rg-tag-nsg-uc-m-flowlog","microsoft.network/networkwatchers/flowlogs","centralus"
"nsg-tag-datasvcs-uc-d","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-datasvcs-uc-m","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-datasvcs-uc-p","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-datasvcs-uc-u","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-datasvcs-ue2-dr","microsoft.network/networksecuritygroups","eastus2"
"nsg-tag-db-uc-d","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-db-uc-m","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-db-uc-u","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-db01-uc-p","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-db01-ue2-dr","microsoft.network/networksecuritygroups","eastus2"
"nsg-tag-db02-uc-p","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-db02-ue2-dr","microsoft.network/networksecuritygroups","eastus2"
"nsg-tag-dbspriv-uc-p","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-dbspriv-uc-u","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-dbspriv-ue2-dr","microsoft.network/networksecuritygroups","eastus2"
"nsg-tag-dbspriv02-uc-m","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-dbspub-uc-p","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-dbspub-uc-u","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-dbspub-ue2-dr","microsoft.network/networksecuritygroups","eastus2"
"nsg-tag-dbspub02-uc-m","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-docgenasp01-uc-d","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-docgenasp01-uc-m","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-dtccasp01-uc-d","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-dtccasp01-uc-m","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-dtccasp01-uc-u","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-frntend-uc-d","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-frntend-uc-m","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-frntend-uc-p","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-frntend-uc-u","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-frntend-ue2-dr","microsoft.network/networksecuritygroups","eastus2"
"nsg-tag-intmartapps-uc-m","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-intmartapps-uc-u","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-jumpsrv-uc-p","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-jumpsrv-ue2-dr","microsoft.network/networksecuritygroups","eastus2"
"nsg-tag-lspoc-uc-d","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-pamgmt-uc-p","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-pamgmt-ue2-dr","microsoft.network/networksecuritygroups","eastus2"
"nsg-tag-patrust-uc-p","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-patrust-ue2-dr","microsoft.network/networksecuritygroups","eastus2"
"nsg-tag-pauntrust-uc-p","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-pauntrust-ue2-dr","microsoft.network/networksecuritygroups","eastus2"
"nsg-tag-pep-uc-m","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-pep-uc-m-rg-tag-nsg-uc-m-flowlog","microsoft.network/networkwatchers/flowlogs","centralus"
"nsg-tag-pep-uc-p","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-pep-uc-u","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-pep-ue2-dr","microsoft.network/networksecuritygroups","eastus2"
"nsg-tag-portalasp01-uc-m","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-portalsasp01-uc-u","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-pp19-uc-p","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-qualys-uc-p","microsoft.network/networksecuritygroups","centralus"
"nsg-tag-qualys-ue2-dr","microsoft.network/networksecuritygroups","eastus2"
"nsg-tag-securonix-uc-p","microsoft.network/networksecuritygroups","centralus"
